tconst,Revenue,Budget,Production_Company
tt6162762,"$16,118",,Indican Pictures
tt5691670,"$2,053,469",,A24
tt5692390,"$416,178",,Vertical Entertainment
tt5696326,"$90,924",,Blue Fox Entertainment
tt3263946,"$148,504",,Roadside Attractions
tt5700182,"$15,849",,Yellow Veil Pictures
tt5691024,"$39,156,854",,Global Road Entertainmen
tt5702446,"$2,848,233",,Freestyle Releasing
tt3203528,"$4,623,836",,Electric Entertainment
tt5709188,"$8,467,697",,Global Road Entertainmen
tt5673714,"$42,812",,Zealous Production
tt6170804,"$53,940",,Gravitas Ventures
tt5686062,"$755,977",,Sony Pictures Classics
tt5688868,"$73,383",,Fathom Events
tt5688932,"$18,170,707",,Annapurna Pictures
tt5690360,"$51,738,549","$10,000,000",Screen Gems
tt5779372,"$2,251,795",,Fathom Events
tt8404272,"$136,796,719",,Well Go USA Entertainment
tt8403168,"$204,709",,Music Box Films
tt5960374,"$1,444,547",,Neon
tt5938084,"$223,720",,Well Go USA Entertainment
tt5970844,"$39,570,044",,Yash Raj Films
tt8399690,"$360,593",,Kino Lorber
tt8371772,"$68,328",,Janus Films
tt5936866,"$9,212",,Shout! Factory
tt1477834,"$1,152,028,393",,Warner Bros.
tt1502407,"$259,939,835","$10,000,000",Universal Pictures
tt5926778,"$6,055",,Indican Pictures
tt5929754,"$3,321,367",,IFC Films
tt5935704,"$60,508,780",,Viva Pictures
tt3226786,"$49,997",,Freestyle Releasing
tt6020428,"$18,598",,Vertical Entertainment
tt6063050,"$46,403,669",,Lions Gate Films
tt6043142,"$135,562",,A24
tt6046314,"$358,048",,Screen Media Films
tt2557478,"$290,930,148","$150,000,000",Universal Pictures
tt8386182,"$106,136",,Fathom Events
tt6017942,"$10,313,019",,Lions Gate Films
tt5989218,"$7,997,774",,Amazon Studios
tt5994166,"$26,338",,Entertainment One
tt6069162,"$61,271",,AMBI Distributio
tt8420442,"$12,368",,Sony Pictures Classics
tt5814060,"$366,082,797","$22,000,000",Warner Bros.
tt5834262,"$13,313,581",,Global Road Entertainmen
tt5834760,"$1,119,537",,Vertical Entertainment
tt5836706,"$332,350",,Warner Bros.
tt5843780,"$65,167",,Cinedigm Entertainment Group
tt5844196,"$49,045",,Oscilloscope
tt1517451,"$436,433,122","$36,000,000",Warner Bros.
tt5795282,"$125,348",,Fathom Events
tt8359848,"$1,696,269",,A24
tt5789976,"$11,517,629",,Saban Films
tt6133466,"$137,056,262","$13,000,000",Universal Pictures
tt8449092,"$245,474",,Entertainment One
tt6101602,"$197,309",,Oscilloscope
tt5881528,"$323,235",,Magnolia Pictures
tt8426594,"$130,974",,IFC Films
tt2531344,"$94,019,120","$21,000,000",Universal Pictures
tt8427036,"$341,175",,Eros Worldwide
tt3208026,"$2,073,063",,IFC Films
tt5848272,"$529,323,962","$175,000,000",Walt Disney Studios Motion Pictures
tt5855772,"$1,083,299",,Sony Pictures Classics
tt5859882,"$800,675",,IFC Films
tt6102104,$619,,Roadside Attractions
tt5862902,"$1,551,163",,Rialto Pictures
tt5427194,"$10,230,620",,Mirror/LD Entertainmen
tt8956390,"$557,092",,Distrib Films
tt5028340,"$349,546,142","$130,000,000",Walt Disney Studios Motion Pictures
tt8925540,"$3,564,859",,Entertainment One
tt1677720,"$607,874,134","$175,000,000",Warner Bros.
tt4971344,"$13,143,056",,Annapurna Pictures
tt9742422,"$4,140,502",,Well Go USA Entertainment
tt1727824,"$910,809,311","$52,000,000",Twentieth Century Fox
tt8983294,"$21,600",,Nocturnal Features
tt4935462,"$7,796,112",,Neon
tt2368254,"$3,915,207",,Aviron Pictures
tt4936398,"$66,789",,Illumine Film
tt4949112,"$75,507",,Kino Lorber
tt4958448,"$762,284",,Vitagraph Films
tt8969332,"$5,270,685",,Neon
tt4964788,"$19,886,718",,Focus Features
tt3385524,"$24,420,923",,Sony Pictures Classics
tt8844204,"$214,283",,Zeitgeist Films
tt5083738,"$95,918,706",,Fox Searchligh
tt5092380,"$2,842,040",,Entertainment One
tt5068162,"$1,417,047",,Blue Fox Entertainment
tt8901942,"$113,858",,Zeitgeist Films
tt5052474,"$75,837,743","$35,000,000",Sony Pictures Releasing
tt8890074,"$151,331",,Oscilloscope
tt8884430,"$3,355,324",,Greenwich Entertainment
tt8879946,"$3,495,241",,Sony Pictures Classics
tt8875366,"$1,589,212",,CMC Picture
tt4761916,"$16,024,987","$1,000,000",BH Tilt
tt1825683,"$1,349,926,083",,Walt Disney Studios Motion Pictures
tt4779682,"$529,338,515","$130,000,000",Warner Bros.
tt2316479,"$41,050",,Screen Media Films
tt4799066,"$27,365,467",,Global Road Entertainmen
tt9151704,"$20,347,513",,Trafalgar Releasing
tt4682136,"$1,820,461",,Sony Pictures Classics
tt1846589,"$31,676,128","$40,000,000",Lions Gate Films
tt4701182,"$467,989,645","$135,000,000",Paramount Pictures
tt4701724,"$54,622,814",,Lions Gate Films
tt4712076,"$4,667",,The Film Arcade
tt4827558,"$2,133,033",,A24
tt1801552,"$6,412,349",,Vertical Entertainment
tt1759744,"$98,240",,IFC Films
tt9047474,"$5,553",,Grasshopper Film
tt4881806,"$1,310,466,296","$170,000,000",Universal Pictures
tt4912910,"$791,657,398","$178,000,000",Paramount Pictures
tt4920360,"$638,907",,Sony Pictures Classics
tt9109306,"$95,215",,Fathom Events
tt2328900,"$46,712,809",,Focus Features
tt9085982,"$176,387",,Kino Lorber
tt9081562,"$142,958,164",,China Lion Film Distribution
tt9078374,"$11,834,622",,China Lion Film Distribution
tt4844148,"$35,487,190",,Ledafilms Entertainment Grou
tt5095030,"$622,674,139",,Walt Disney Studios Motion Pictures
tt3295734,"$11,201",,Giant Steps Production
tt5360952,"$32,517,248","$35,000,000",Entertainment Studios Motion Pictures
tt3294746,"$644,740",,Greenwich Entertainment
tt1571234,"$83,869,818","$100,000,000",Universal Pictures
tt5424228,"$626,318",,Magnolia Pictures
tt5431284,"$248,134",,Blue Fox Entertainment
tt5437928,"$14,273,033",,Bleecker Street Media
tt8632862,"$6,674,168",,Briarcliff Entertainment
tt5327410,"$6,232",,Fathom Events
tt5314450,"$450,189",,101 Studios
tt5314190,"$4,932,694",,Fun Academy Motion Picture
tt5268348,"$287,709",,Magnolia Pictures
tt8672516,"$998,079",,Fathom Events
tt6205872,"$2,584,988",,Neon
tt5291792,"$8,472",,IFC Films
tt5300736,"$4,846",,Indican Pictures
tt5311542,"$6,193,234",,Sony Pictures Classics
tt8581198,"$380,030",,Excel Entertainment
tt8580240,"$7,850",,Abramorama
tt5563782,"$546,410",,Global View Entertainment
tt5580266,"$34,934,009","$23,000,000",Twentieth Century Fox
tt5592796,"$147,172",,Variance Films
tt3289724,"$13,061,491","$39,000,000",Universal Pictures
tt5460858,"$7,622,595",,Sony Pictures Classics
tt5461944,"$21,315,827",,Bleecker Street Media
tt5463162,"$785,896,609","$110,000,000",Twentieth Century Fox
tt1563742,"$91,244,913","$12,000,000",Pantelion Films
tt5466186,"$8,771,432",,Focus Features
tt5474036,"$1,016,545",,Eros Worldwide
tt5493944,"$2,614,006",,Conglomerate Media
tt5496628,"$7,238",,Indican Pictures
tt5501104,"$2,177,678",,Neon
tt5523010,"$173,961,069","$120,000,000",Walt Disney Studios Motion Pictures
tt5160938,"$844,786",,Roadside Attractions
tt5164214,"$297,795,726","$70,000,000",Warner Bros.
tt5164432,"$66,719,009","$17,000,000",Twentieth Century Fox
tt5165880,"$9,197",,Abramorama
tt8781414,"$368,410",,Well Go USA Entertainment
tt5176580,"$523,982",,Greenwich Entertainment
tt5177088,"$35,164,920","$43,000,000",Sony Pictures Releasing
tt1620680,"$132,675,864",,Walt Disney Studios Motion Pictures
tt5265964,"$46,433",,Monument Releasing
tt8819596,"$13,967",,Greenwich Entertainment
tt8819170,"$31,203",,Grasshopper Film
tt8811382,"$319,230",,1091 Pictures
tt5104604,"$64,656,608",,Fox Searchligh
tt5117428,"$7,123,449",,Neon
tt5117670,"$351,496,066","$50,000,000",Sony Pictures Releasing
tt8806104,"$14,848",,Arrow Films
tt8804284,"$51,891",,Utopia
tt8726098,"$24,487",,KimSti
tt10182822,"$36,567",,IFC Films
tt8693770,"$420,177",,Fathom Events
tt1590193,"$119,942,387",,Lions Gate Films
tt5208950,"$101,690",,Well Go USA Entertainment
tt1137450,"$49,562,710","$30,000,000",Metro-Goldwyn-Mayer (MGM)
tt8758548,"$125,807",,Cohen Media Group
tt2404639,"$2,621,992",,Sony Pictures Classics
tt8755316,"$198,326,350",,Well Go USA Entertainment
tt5208252,"$17,612,099","$24,000,000",Metro-Goldwyn-Mayer (MGM)
tt5220122,"$528,583,774","$80,000,000",Sony Pictures Releasing
tt8747596,"$44,290",,KimSti
tt8747304,"$10,997",,The Cinema Guild
tt5227746,"$7,364",,Magnolia Pictures
tt7349662,"$93,413,709","$15,000,000",Focus Features
tt7339826,"$4,343,794",,Eleven Arts
tt7339792,"$6,216,897",,Pure Flix Entertainment
tt1318517,"$2,433,457",,Screen Media Films
tt7374952,"$1,404,646",,Briarcliff Entertainment
tt7363076,"$15,694,591",,Eros Worldwide
tt7365604,"$6,842,356",,LD Entertainment
tt7363336,"$3,188,434",,IFC Films
tt7336572,"$22,029,250",,Well Go USA Entertainment
tt7336470,"$185,675",,GKIDS
tt7298400,"$11,821,877",,Cohen Media Group
tt1235187,"$128,269",,Vertical Entertainment
tt8006926,"$485,049",,Lucky Hat Entertainment
tt2924392,$528,,Magnolia Pictures
tt8001346,"$48,161,990",,Entertainment One
tt7334528,"$46,664,414",,Lions Gate Films
tt7959026,"$174,804,407","$50,000,000",Warner Bros.
tt7431594,"$29,969,693",,Yash Raj Films
tt7455754,"$897,992",,Fathom Events
tt1308728,"$27,506,452","$40,000,000",STX Entertainment
tt7952920,"$6,133",,Oscilloscope
tt7461200,"$403,852",,Roadside Attractions
tt7950334,"$61,035",,Kino Lorber
tt7961060,"$115,750,445","$8,500,000",FUNimation Entertainment
tt7962598,"$37,013,733",,China Lion Film Distribution
tt7388562,"$25,915,966","$5,000,000",Affirm Films
tt7424200,"$52,390,236","$10,000,000",Warner Bros.
tt7401588,"$120,989,656","$48,000,000",Paramount Pictures
tt7407496,"$14,905",,SingularDTV
tt2873282,"$151,572,634","$69,000,000",Twentieth Century Fox
tt7962932,"$10,523",,Breakthrough Entertainment
tt7284204,"$11,746",,Blue Fox Entertainment
tt7158430,"$2,417,165",,Gunpowder & Sky
tt2967856,"$134,801",,GKIDS
tt7156436,"$12,908,032",,CJ Entertainment
tt7153766,"$14,293,601",,Bleecker Street Media
tt8068678,"$5,918",,GathrFilms
tt7201846,"$5,985,822",,Roadside Attractions
tt7153434,"$277,338",,National Geographic Entertainment
tt2709692,"$540,021,762","$75,000,000",Universal Pictures
tt7125860,"$20,596,567",,Annapurna Pictures
tt7130802,"$105,670",,Matson Films
tt8075192,"$67,999,335",,Magnolia Pictures
tt7125774,"$11,799,591",,Distrib Films
tt2704998,"$117,768,230","$37,000,000",Warner Bros.
tt7117594,"$184,495",,Good Deed Entertainment
tt7112154,"$645,313",,Grasshopper Film
tt7137380,"$5,580,940",,Annapurna Pictures
tt7137846,"$51,411,620","$6,000,000",Universal Pictures
tt7139246,"$2,635,349",,Ammo Content
tt7147540,"$14,751,915",,Yash Raj Films
tt7282468,"$7,578,063",,Well Go USA Entertainment
tt7253216,"$1,257,937",,Distrib Films
tt7250056,"$3,649,042",,IFC Films
tt7242142,"$5,006,989",,Lions Gate Films
tt8020896,"$39,599",,KimSti
tt7262882,"$21,832,649",,Well Go USA Entertainment
tt7279188,"$4,529,474",,Magnolia Pictures
tt1226837,"$31,749,905",,Amazon Studios
tt7220754,"$30,351",,Music Box Films
tt8043306,"$324,633",,Yash Raj Films
tt7212726,"$51,329,472",,Reliance Big Pictures
tt7208564,"$122,833",,Fathom Events
tt7231342,"$4,110,928",,Entertainment One
tt7233726,"$27,694,043",,CJ Entertainment
tt7235016,"$76,056",,Abramorama
tt7236034,"$33,748,006",,Fathom Events
tt6210160,"$64,742",,Oscilloscope
tt7689906,"$510,967",,Neon
tt7681902,"$22,844,741",,Focus Features
tt7681868,"$178,119",,Kino Lorber
tt7689956,"$69,542",,Kino Lorber
tt7690670,"$20,780,685","$16,000,000",Sony Pictures Releasing
tt7695014,"$1,401,894",,Reliance Big Pictures
tt7692966,"$336,218",,Film Movement
tt7690638,"$6,579,645",,Sony Pictures Releasing
tt7690016,"$61,271",,A24
tt7689964,"$14,475,292",,Magnolia Pictures
tt7681824,"$434,743",,The Orchard
tt7672068,"$40,995",,Arrow Films
tt2766104,"$6,110,461",,Viva Pictures
tt7645780,"$386,166",,IFC Films
tt7668870,"$75,462,037",,Screen Gems
tt7875464,"$811,196",,Distrib Films
tt7664504,"$13,448,497",,Neon
tt7765120,"$379,010",,Strand Releasing
tt7826276,"$1,856,730",,Focus Features
tt1270797,"$856,085,151","$100,000,000",Sony Pictures Releasing
tt7775622,"$29,390,279",,National Geographic Entertainment
tt7784604,"$82,729,816",,A24
tt7791188,"$47,306",,Indican Pictures
tt7720922,"$5,763,636",,Eros Worldwide
tt1259528,"$80,509,622",,STX Entertainment
tt7708476,"$44,536",,Zeitgeist Films
tt1273221,"$487,420",,GVN Releasing
tt2798920,"$43,070,915","$40,000,000",Paramount Pictures
tt0859635,"$31,626,386","$13,500,000",Twentieth Century Fox
tt7740284,"$44,240",,Comedy Dynamics
tt7745068,"$21,022,724",,FUNimation Entertainment
tt1285009,"$31,039,126",,Aviron Pictures
tt1255919,"$40,466,970","$42,000,000",Sony Pictures Releasing
tt7521990,"$47,287,851",,Well Go USA Entertainment
tt7525514,"$154,190",,Magnolia Pictures
tt7534054,"$1,636,273",,Strand Releasing
tt7931968,"$15,334",,Film Movement
tt7477068,"$360,996",,Menemsha Films
tt7476784,"$207,533",,Menemsha Films
tt7476236,"$90,328",,Magnolia Pictures
tt7475540,"$144,446",,Home Box Office (HBO)
tt2854926,"$78,230,625","$28,000,000",Warner Bros.
tt7942742,"$260,481",,Gunpowder & Sky
tt7490368,"$11,057",,Music Box Films
tt7542576,"$100,335",,The Orchard
tt7607940,"$1,649,863",,Eros Worldwide
tt2837574,"$17,860,397",,Fox Searchligh
tt7615302,"$10,647,493",,IFC Films
tt7881558,"$45,429",,Prime Media Pictures
tt7589524,"$40,124",,Magnolia Pictures
tt7545566,"$287,307",,Magnolia Pictures
tt7545524,"$10,134,204",,Roadside Attractions
tt7543930,"$7,086,596",,Distrib Films
tt7555774,"$2,235,052",,Cinema Libre Studio
tt7919680,"$536,525",,PackYourBag Film
tt7574126,"$44,253",,Abramorama
tt7905466,"$21,656,913",,Warner Bros.
tt7903550,"$190,160",,Trafalgar Releasing
tt7108976,"$18,603,476",,Well Go USA Entertainment
tt6527426,"$18,412,196",,Yash Raj Films
tt6523720,"$13,837,294",,Magnolia Pictures
tt6522668,"$235,041",,Kino Lorber
tt6532374,"$1,377,748",,IFC Films
tt6518270,"$23,515",,The Film Arcade
tt6516314,"$149,211",,Greenwich Entertainment
tt8235296,"$671,198",,Fathom Events
tt6529772,"$105,271",,Fathom Events
tt6547044,"$67,343",,The Film Arcade
tt6559390,"$3,562,793",,Music Box Films
tt1413492,"$67,359,190",,Warner Bros.
tt8223844,"$178,027",,Fathom Events
tt6542108,"$3,369,468",,Independen
tt8228538,"$99,546",,Blue Fox Entertainment
tt6471628,"$38,510",,Magnolia Pictures
tt6483364,"$1,573,601",,Bleecker Street Media
tt6474040,"$1,139,481",,Smith Global Medi
tt6512428,"$3,589,633",,Pure Flix Entertainment
tt6466464,"$115,084,576",,Well Go USA Entertainment
tt6456222,"$114,603",,Bleecker Street Media
tt6494344,"$5,487,261",,Blue Fox Entertainment
tt6495094,"$12,165,890",,Pinnacle Pea
tt6495388,"$928,265",,Fathom Events
tt6495770,"$5,103,663","$19,000,000",Paramount Pictures
tt6499752,"$16,706,680",,BH Tilt
tt6509058,"$92,000",,The Samuel Goldwyn Company
tt6510332,"$2,739,246",,Bleecker Street Media
tt6663582,"$75,339,459","$40,000,000",Lions Gate Films
tt6675244,"$1,012,747",,Music Box Films
tt6662736,"$533,579",,Bleecker Street Media
tt6644200,"$340,952,971","$17,000,000",Paramount Pictures
tt6652708,"$7,414,178",,Pure Flix Entertainment
tt3104988,"$239,343,729","$30,000,000",Warner Bros.
tt8193876,"$14,242",,Oscilloscope
tt6702308,"$75,506",,Hannover House
tt6588966,"$26,055,222",,Yash Raj Films
tt6593240,"$111,197",,Kino Lorber
tt6580564,"$16,758,596",,Sony Pictures Releasing
tt6628102,"$1,696,258",,The Cinema Guild
tt6628394,"$31,882,724","$32,000,000",Twentieth Century Fox
tt6633182,"$217,932",,PBS Distribution
tt6634646,"$112,282",,The Cinema Guild
tt6296764,"$18,399",,El Tigre
tt6288124,"$4,241,656",,Amazon Studios
tt6268882,"$194,601",,The Film Arcade
tt6280608,"$15,548",,Strand Releasing
tt6269368,"$167,994",,IFC Films
tt6306064,"$59,945,012","$35,000,000",STX Entertainment
tt6328242,"$54,415",,Blue Fox Entertainment
tt8307082,"$317,536",,Strand Releasing
tt8327492,"$4,332",,Shout! Factory
tt6219314,"$4,371",,The Orchard
tt6212478,"$4,080,073",,The Orchard
tt6210996,"$68,260",,Vertical Entertainment
tt6251390,"$6,291",,The Orchard
tt6257174,"$1,474,577",,FilmRise
tt6263618,"$694,586",,Music Box Films
tt6266538,"$76,073,488",,Annapurna Pictures
tt8328740,"$317,547",,GKIDS
tt6452574,"$76,693,052",,FIP
tt6426028,"$341,847",,Altered Innocence
tt6421110,"$21,753,365","$14,000,000",Screen Gems
tt6418918,"$171,912",,Neon
tt6418778,"$76,916",,Lions Gate Films
tt6435258,"$666,178",,Entertainment Studios Motion Pictures
tt2639336,"$18,653,107",,Focus Features
tt6443294,"$704,955",,IFC Films
tt8247470,"$139,192",,Blue Fox Entertainment
tt6450186,"$86,086,881","$7,000,000",Roadside Attractions
tt3146022,"$210,247",,Zeitgeist Films
tt8264546,"$2,342,264",,Entertainment One
tt8286894,"$181,316",,Film Movement
tt8287690,"$13,856",,Film Movement
tt8290698,"$38,844,509",,CJ Entertainment
tt6343314,"$214,215,889","$50,000,000",Metro-Goldwyn-Mayer (MGM)
tt6365796,"$61,575",,Hammond Entertainment
tt6386748,"$2,517,405",,The Orchard
tt6390580,"$23,922",,Ammo Content
tt8269552,"$2,191,516",,Kino Lorber
tt8267604,"$64,417,003",,Sony Pictures Classics
tt6704880,"$183,296",,Cohen Media Group
tt1365519,"$274,950,803","$94,000,000",Warner Bros.
tt6966692,"$321,752,656","$23,000,000",Universal Pictures
tt6958014,"$6,877",,The Orchard
tt6957966,"$1,362,536",,Entertainment One
tt1213641,"$105,713,218","$59,000,000",Universal Pictures
tt8106592,"$45,149",,Oscilloscope
tt2690226,"$1,541,223",,PBS Distribution
tt8106572,"$10,197",,Oscilloscope
tt8108230,"$23,740,788",,Fathom Events
tt6921996,"$158,972,499","$25,000,000",Universal Pictures
tt2677722,"$2,824,459",,Saban Films
tt6915100,"$8,608,385",,Focus Features
tt6931414,"$41,509,280",,Well Go USA Entertainment
tt6933454,"$2,260,946",,Sony Pictures Classics
tt6938828,"$11,519,666",,CBS Films
tt8108198,"$62,475,342",,Eros Worldwide
tt6951892,"$4,873,825",,Pure Flix Entertainment
tt6911608,"$402,264,843","$75,000,000",Universal Pictures
tt7073522,"$2,481,681",,Distrib Films
tt7074886,"$3,242,235",,Sony Pictures Releasing
tt7064498,"$7,362,730",,Distrib Films
tt7087210,"$26,284",,IFC Films
tt7089878,"$737,286",,Eleven Arts
tt7095654,"$39,047,153",,Well Go USA Entertainment
tt8077746,"$27,768",,Icarus Films
tt8076344,"$4,006,647",,Eleven Arts
tt6998518,"$1,653,784",,RLJE Films
tt8099132,"$25,919",,Grasshopper Film
tt8095860,"$7,755,652",,Music Box Films
tt8097306,"$33,705,333","$19,000,000",Paramount Pictures
tt7014234,"$204,881",,Santa Rita Film C
tt7014006,"$14,347,433",,A24
tt7008872,"$11,853,081",,Focus Features
tt7026672,"$10,421,847","$4,900,000",Orion Pictures
tt7027278,"$13,999,297",,PackYourBag Film
tt7040874,"$97,644,617","$20,000,000",Lions Gate Films
tt7046524,"$15,702,302",,CJ Entertainment
tt7046974,"$10,905,442",,Well Go USA Entertainment
tt6781982,"$103,105,878","$29,000,000",Universal Pictures
tt6768578,"$5,080,147",,Magnolia Pictures
tt6772950,"$95,330,710","$3,500,000",Universal Pictures
tt3076510,"$102,789",,Entertainment One
tt6791096,"$94,539,426","$32,000,000",STX Entertainment
tt1389098,"$91,002",,The Samuel Goldwyn Company
tt6802308,"$57,176,286","$30,000,000",Warner Bros.
tt6720618,"$735,008",,Strand Releasing
tt8185182,"$42,140,994",,Kino Lorber
tt6705860,"$336,166",,IFC Films
tt6729000,"$21,456",,Magnolia Pictures
tt6742252,"$4,598,051",,Magnolia Pictures
tt8170902,"$7,807,916",,Spanglish Movies
tt6753132,"$17,431",,Kino International
tt8119752,"$21,041,950",,Well Go USA Entertainment
tt6884200,"$60,784",,IFC Films
tt6878882,"$579,330,426",,Well Go USA Entertainment
tt3041550,"$469,489",,Abramorama
tt6869538,"$90,040,771",,Well Go USA Entertainment
tt6866224,"$878,199",,The Orchard
tt8116574,"$47,269",,Metrograph Pictures
tt8116428,"$99,066,508",,Well Go USA Entertainment
tt6900448,"$28,756,961",,GKIDS
tt6902696,"$11,145,006",,A24
tt8111636,"$24,309",,Fathom Events
tt6904272,"$15,266,358",,CJ Entertainment
tt6905402,"$112,552",,The Samuel Goldwyn Company
tt6905696,"$730,762",,Sony Pictures Releasing
tt6864046,"$91,708,374",,Well Go USA Entertainment
tt8135494,"$19,862",,Supe
tt6843812,"$33,139,063",,FIP
tt6850820,"$53,918,723","$25,000,000",STX Entertainment
tt6857166,"$104,438,188",,Paramount Pictures
tt6859352,"$139,550",,Magnolia Pictures
tt6859762,"$1,824,902",,Focus Features
tt5791098,"$4,577,054",,Cohen Media Group
