tconst,Revenue,Budget,Production_Company
tt0156323,"$7,201,701","$10,000,000",Universal Pictures
tt0233687,"$1,029,591",,Lions Gate Films
tt0156812,"$35,547,761","$6,000,000",Warner Bros.
tt0156841,"$24,362,772","$25,000,000",Paramount Pictures
tt0232083,"$7,972,251",,Empire Pictures Inc.
tt0157122,"$918,033",,IDP Distribution
tt0192255,"$27,965,865","$35,000,000",New Line Cinema
tt0196708,"$449,482",,Innovation Film Group (IFG)
tt0245712,"$20,908,467",,Lions Gate Films
tt0244504,"$560,943",,Sony Pictures Classics
tt0120753,"$105,983",,Lions Gate Films
tt0195685,"$256,271,286","$52,000,000",Universal Pictures
tt0264578,"$2,453,083",,Cowboy Pictures
tt0262432,"$283,846",,Cowboy Pictures
tt0260775,"$187,308",,Miramax
tt0260332,"$149,971",,TS
tt0120903,"$296,339,528","$75,000,000",Twentieth Century Fox
tt0259974,"$16,643,191","$5,000,000",Twentieth Century Fox
tt0120913,"$36,754,634","$75,000,000",Twentieth Century Fox
tt0120917,"$169,662,340","$100,000,000",Walt Disney Studios Motion Pictures
tt0120755,"$546,388,108","$125,000,000",Paramount Pictures
tt0192949,"$10,886",,Lions Gate Films
tt0193854,"$133,122",,MAC Releasing
tt0270933,"$94,060",,Bandai
tt0120630,"$224,886,242","$45,000,000",DreamWorks Distribution
tt0195234,"$28,741,330","$10,000,000",Fine Line Features
tt0194218,"$779,137","$1,000,000",Roxie Releasing
tt0122459,"$36,609,995","$24,000,000",Metro-Goldwyn-Mayer (MGM)
tt0259072,"$632,310",,TS
tt0249462,"$109,283,018","$5,000,000",Focus Features
tt0249380,"$940,944",,WinStar Cinema
tt0249241,"$69,923",,Menemsha Films
tt0247380,"$159,165",,Zeitgeist Films
tt0247196,"$8,601,053",,Fine Line Features
tt0138749,"$76,432,727","$95,000,000",DreamWorks Distribution
tt0246593,"$3,733",,Milestone
tt0196106,"$1,248,746",,Equino
tt0138946,"$924,036","$24,000,000",Miramax
tt0246266,"$41,772",,Leisure Time Features
tt0246072,"$26,041",,Andora Pictures Internationa
tt0245929,"$18,944",,Cowboy Pictures
tt0162222,"$429,632,142","$90,000,000",Twentieth Century Fox
tt0192731,"$38,574,362","$14,000,000",Sony Pictures Releasing
tt0134983,"$14,828,081","$90,000,000",Metro-Goldwyn-Mayer (MGM)
tt0134847,"$53,187,659","$23,000,000",USA Films
tt0127349,"$270,745",,USA Films
tt0255589,"$24,963",,Empire Pictures Inc.
tt0130623,"$349,822,765","$127,500,000",Walt Disney Studios Motion Pictures
tt0131704,"$35,134,820","$76,000,000",Universal Pictures
tt0251777,"$194,610",,TLA Releasing
tt0251433,"$243,978",,Sony Pictures Releasing
tt0251141,"$3,034,980",,IDP Distribution
tt0195714,"$112,880,294","$23,000,000",New Line Cinema
tt0195945,"$59,827,328","$11,000,000",New Line Cinema
tt0250809,"$624,525",,Paramount Classics
tt0134084,"$161,834,276","$40,000,000",Dimension Films
tt0134630,"$6,620,242","$21,000,000",Walt Disney Studios Motion Pictures
tt0162983,"$51,880,044","$60,000,000",Sony Pictures Releasing
tt0205461,"$19,748,009",,Destination Films
tt0206420,"$10,194,274","$8,000,000",Fox Searchligh
tt0190374,"$33,978,694","$45,000,000",New Line Cinema
tt0206226,"$268,117",,Strand Releasing
tt0190332,"$213,977,285","$17,000,000",Sony Pictures Classics
tt0205873,"$16,575,074",,Warner Bros.
tt0180073,"$17,989,227",,Fox Searchligh
tt0180093,"$7,390,108",,Artisan Entertainment
tt0162650,"$107,626,125","$46,000,000",Paramount Pictures
tt0205271,"$22,844,291","$23,000,000",Artisan Entertainment
tt0204946,"$90,449,929","$11,000,000",Universal Pictures
tt0204640,"$1,111,273",,Regent Releasing
tt0204626,"$47,267,829","$30,000,000",Universal Pictures
tt0181151,"$14,145,677","$60,000,000",Sony Pictures Releasing
tt0204175,"$25,850,615","$35,000,000",Dimension Films
tt0206917,"$1,322,763",,Focus Features
tt0206926,"$173,763",,USA Films
tt0207201,"$374,111,707","$70,000,000",Paramount Pictures
tt0210567,"$3,169,930","$14,000,000",Destination Films
tt0210382,"$321,279",,Lions Gate Films
tt0210075,"$1,666,028",,Screen Gems
tt0210070,"$2,554",,Cinema Village Features
tt0210065,"$30,915",,IFC Films
tt0209958,"$104,155,843","$33,000,000",New Line Cinema
tt0176783,"$12,591,270","$24,000,000",Warner Bros.
tt0209144,"$40,047,078","$9,000,000",Newmarket Films
tt0208988,"$19,412,993","$63,600,000",Warner Bros.
tt0208874,"$22,428,990","$20,000,000",DreamWorks Distribution
tt0208196,"$688,523",,IFC Films
tt0208092,"$83,557,872",,Screen Gems
tt0208003,"$173,959,438","$30,000,000",Twentieth Century Fox
tt0177888,"$27,841",,Urbanworld Film
tt0177971,"$328,718,434","$140,000,000",Warner Bros.
tt0204137,"$43,805",,Silver Nitrate
tt0181536,"$80,049,764",,Sony Pictures Releasing
tt0186045,"$15,910,104","$37,000,000",Destination Films
tt0189998,"$11,155,214",,Lions Gate Films
tt0186151,"$68,106,245","$31,000,000",New Line Cinema
tt0201899,"$38,610",,Metro-Goldwyn-Mayer (MGM)
tt0186566,"$128,884,132","$65,000,000",Warner Bros.
tt0186894,"$53,425,292","$35,000,000",Miramax
tt0186975,"$24,419,914","$11,000,000",Miramax
tt0199290,"$9,832,166","$3,400,000",Metro-Goldwyn-Mayer (MGM)
tt0187078,"$237,202,299","$90,000,000",Walt Disney Studios Motion Pictures
tt0187393,"$215,294,342","$110,000,000",Sony Pictures Releasing
tt0200720,"$5,164,404",,Sony Pictures Classics
tt0200550,"$113,916,474","$45,000,000",Walt Disney Studios Motion Pictures
tt0187696,"$10,501,958",,Sony Pictures Releasing
tt0200530,"$1,182,065",,Artisan Entertainment
tt0199314,"$802,951",,Miramax
tt0199753,"$33,463,969","$80,000,000",Warner Bros.
tt0199727,"$1,400",,Keystone Entertainment Inc
tt0185431,"$58,292,295","$85,000,000",New Line Cinema
tt0185183,"$29,725,663","$73,000,000",Warner Bros.
tt0203632,"$1,017,667",,Sony Pictures Classics
tt0185014,"$33,426,588","$55,000,000",Paramount Pictures
tt0203540,"$1,961,054",,IDP Distribution
tt0190138,"$106,371,651","$41,300,000",Warner Bros.
tt0181836,"$13,276",,Regent Releasing
tt0203230,"$11,242,521",,Paramount Classics
tt0203166,"$14,596,148",,IFC Films
tt0181865,"$207,515,725",,USA Films
tt0203119,"$10,045,893",,Fox Searchligh
tt0181875,"$47,386,287","$60,000,000",DreamWorks Distribution
tt0181984,"$28,780,255","$7,000,000",New Line Cinema
tt0203019,"$82,343,495","$32,000,000",Twentieth Century Fox
tt0182295,"$299,792","$13,000,000",Miramax
tt0202677,"$13,200,972","$8,500,000",Artisan Entertainment
tt0183505,"$149,270,999","$51,000,000",Twentieth Century Fox
tt0183523,"$110,983,407","$100,000,000",Walt Disney Studios Motion Pictures
tt0183659,"$10,994,533",,Sony Pictures Classics
tt0183869,"$60,726,164",,Lions Gate Films
tt0202402,"$9,902,115","$32,000,000",Sony Pictures Releasing
tt0184858,"$32,168,970","$42,000,000",Miramax
tt0184894,"$99,274,467","$55,000,000",Walt Disney Studios Motion Pictures
tt0184907,"$62,464,731","$13,000,000",Paramount Pictures
tt0210584,"$31,288",,Fox Searchligh
tt0210616,"$26,385,941","$29,000,000",Sony Pictures Releasing
tt0221889,"$313,768",,Focus Features
tt0165929,"$91,036,760","$25,000,000",Warner Bros.
tt0191636,"$7,193,889",,Lions Gate Films
tt0221073,"$309,369",,First Look International
tt0220627,"$254,380",,Alliance Atlantis Vivafilm
tt0220100,"$1,431,406","$5,000,000",Sony Pictures Releasing
tt0220099,"$96,159,800","$30,000,000",Walt Disney Studios Motion Pictures
tt0191397,"$50,054,511","$50,000,000",Warner Bros.
tt0219854,"$110,317,580","$65,000,000",Walt Disney Studios Motion Pictures
tt0219699,"$44,567,606",,Paramount Classics
tt0219653,"$47,053,625","$54,000,000",Miramax
tt0219405,"$48,333",,Odeon
tt0218967,"$124,745,083","$60,000,000",Universal Pictures
tt0218839,"$20,789,556","$10,000,000",Warner Bros.
tt0198021,"$40,863,718","$15,000,000",Twentieth Century Fox
tt0218581,"$18,062",,Media Blasters
tt0218533,"$314,701",,Eros Worldwide
tt0222012,"$274,675",,Eros Worldwide
tt0163676,"$5,280,035","$24,000,000",Warner Bros.
tt0224578,"$201,247",,Sony Pictures Classics
tt0163745,"$1,745,778",,Menemsha Films
tt0163978,"$144,056,873","$50,000,000",Twentieth Century Fox
tt0163983,"$40,443,010","$65,000,000",Paramount Pictures
tt0164052,"$190,213,455","$95,000,000",Sony Pictures Releasing
tt0223897,"$55,707,411","$40,000,000",Warner Bros.
tt0164212,"$1,308,242","$25,000,000",Lions Gate Films
tt0222851,"$15,250,594",,Sony Pictures Classics
tt0222850,"$2,019,121",,Sony Pictures Classics
tt0222270,"$588,606",,Eros Worldwide
tt0191754,"$62,198,945","$43,000,000",Sony Pictures Releasing
tt0218378,"$885,836",,Metro-Goldwyn-Mayer (MGM)
tt0218112,"$174,011",,Fox Searchligh
tt0210945,"$136,771,683","$30,000,000",Walt Disney Studios Motion Pictures
tt0213790,"$13,743,212","$24,000,000",Paramount Pictures
tt0213203,"$103,291,131","$30,000,000",Paramount Pictures
tt0171359,"$2,046,433",,Miramax
tt0212974,"$1,162,001",,Sony Pictures Releasing
tt0190590,"$71,870,729",,Walt Disney Studios Motion Pictures
tt0171433,"$59,945,183","$29,000,000",Walt Disney Studios Motion Pictures
tt0171580,"$29,364,989","$35,000,000",USA Films
tt0212346,"$212,742,720","$45,000,000",Warner Bros.
tt0212338,"$330,444,045","$55,000,000",Universal Pictures
tt0172495,"$465,380,802","$103,000,000",DreamWorks Distribution
tt0211938,"$15,471,969","$51,000,000",Warner Bros.
tt0190524,"$4,224,065",,Cloud Ten Pictures
tt0173716,"$1,961,544",,Artisan Entertainment
tt0174336,"$4,775,009","$3,000,000",Destination Films
tt0174480,"$90,726,668","$65,000,000",Metro-Goldwyn-Mayer (MGM)
tt0175142,"$278,019,771","$19,000,000",Miramax
tt0211181,"$183,611,771","$85,000,000",Walt Disney Studios Motion Pictures
tt0170691,"$148,701",,Twentieth Century Fox
tt0213847,"$14,493,284",,Miramax
tt0213890,"$4,279,351",,Yash Raj Films
tt0217869,"$248,118,121","$75,000,000",Walt Disney Studios Motion Pictures
tt0217756,"$12,452,362","$24,000,000",Warner Bros.
tt0217630,"$18,404,706","$20,000,000",Sony Pictures Releasing
tt0190865,"$215,663,859","$75,000,000",Sony Pictures Releasing
tt0168629,"$40,061,153",,Fine Line Features
tt0217355,"$122,121",,Keystone Entertainment Inc
tt0217287,"$71,046",,USA Films
tt0216787,"$1,021,938",,Miramax
tt0216651,"$151,086",,Urban Vision Entertainmen
tt0216625,"$95,242",,Leisure Time Features
tt0168856,"$5,595,327",,TV
tt0216216,"$96,085,477","$82,000,000",Sony Pictures Releasing
tt0215545,"$2,463,650",,New Line Cinema
tt0215129,"$119,754,278","$16,000,000",DreamWorks Distribution
tt0170016,"$346,524,444","$123,000,000",Universal Pictures
tt0247586,"$12,413,888",,Sony Pictures Classics
tt0120202,"$9,206,279",,Fine Line Features
tt0120263,"$80,334",,New Yorker Films
tt0118694,"$14,204,632",,USA Films
tt0132512,"$22,365,133","$60,000,000",Metro-Goldwyn-Mayer (MGM)
tt0131369,"$35,242,897","$80,000,000",Universal Pictures
tt0132477,"$34,698,753","$25,000,000",Universal Pictures
tt0168987,"$2,015,406",,Trimark Pictures
tt0132347,"$33,461,011","$68,000,000",Universal Pictures
tt0160513,"$570,708",,First Look International
tt0147800,"$53,509,482","$30,000,000",Walt Disney Studios Motion Pictures
tt0131325,"$98,625,775","$55,000,000",Universal Pictures
tt0131646,"$11,578,059","$30,000,000",Twentieth Century Fox
tt0133046,"$8,951,935","$13,000,000",Miramax
tt0146838,"$100,230,832","$55,000,000",Warner Bros.
tt0162360,"$1,955,933","$2,500,000",Miramax
tt0134618,"$8,891,623","$28,000,000",Walt Disney Studios Motion Pictures
tt0134273,"$96,618,699","$40,000,000",Sony Pictures Releasing
tt0134154,"$635,096","$38,000,000",USA Films
tt0134119,"$128,799,509","$40,000,000",Paramount Pictures
tt0146675,"$211,989,043","$100,000,000",Universal Pictures
tt0134033,"$474,900",,USA Films
tt0168501,"$34,573,780","$9,000,000",Universal Pictures
tt0133093,"$467,222,728","$63,000,000",Warner Bros.
tt0161100,"$25,059,640","$6,000,000",Paramount Pictures
tt0168794,"$515,847",,Fine Line Features
tt0133412,"$27,816","$7,000,000",Fox Searchligh
tt0133385,"$1,632,567",,Lions Gate Films
tt0160916,"$58,900,031","$50,000,000",Universal Pictures
tt0130444,"$927,107",,Zeitgeist Films
tt0216817,"$2,005,094",,Eros Worldwide
tt0160862,"$103,166,989","$10,000,000",Miramax
tt0160429,"$11,993,021","$25,000,000",Warner Bros.
tt0215369,"$2,170,446",,Sony Pictures Releasing
tt0172396,"$10,827,816","$23,000,000",Sony Pictures Releasing
tt0172493,"$48,350,205","$40,000,000",Sony Pictures Releasing
tt0126916,"$46,112,640","$80,000,000",Universal Pictures
tt0126886,"$14,902,041","$25,000,000",Paramount Pictures
tt0172627,"$752,122",,New Line Cinema
tt0149261,"$164,648,142","$60,000,000",Warner Bros.
tt0211934,"$660,216",,Eros Worldwide
tt0126250,"$10,920,544","$10,000,000",October Films
tt0125971,"$7,302,522","$7,000,000",Miramax
tt0172726,"$5,985,690","$13,000,000",Twentieth Century Fox
tt0125664,"$47,434,430","$82,000,000",Universal Pictures
tt0173772,"$11,683",,Miramax
tt0125439,"$363,889,678","$42,000,000",Universal Pictures
tt0174268,"$591,142",,Sony Pictures Classics
tt0174856,"$73,956,241","$50,000,000",Universal Pictures
tt0159421,"$11,683,047","$26,000,000",Sony Pictures Releasing
tt0149691,"$23,631,929","$23,000,000",Twentieth Century Fox
tt0159097,"$10,410,044","$9,000,000",Paramount Classics
tt0130121,"$54,264,342","$75,000,000",Warner Bros.
tt0169547,"$356,296,601","$15,000,000",DreamWorks Distribution
tt0214730,"$313,039",,Unapix Entertainmen
tt0160401,"$14,011,454",,Miramax
tt0160338,"$635,680",,Miramax
tt0213682,"$128,374",,New Yorker Films
tt0129332,"$2,062,405","$12,000,000",Twentieth Century Fox
tt0129280,"$28,544,120","$75,000,000",Paramount Pictures
tt0129167,"$23,335,817","$70,000,000",Warner Bros.
tt0213121,"$774,469",,Odeon
tt0160236,"$9,974,410","$70,000,000",Universal Pictures
tt0128239,"$632,617","$30,000,000",Miramax
tt0171363,"$177,311,151","$80,000,000",DreamWorks Distribution
tt0171685,"$217,244",,First Look International
tt0171804,"$11,540,607","$2,000,000",Fox Searchligh
tt0167404,"$672,806,432","$40,000,000",Walt Disney Studios Motion Pictures
tt0142192,"$24,493,601","$25,000,000",New Line Cinema
tt0141974,"$254,441",,Lot 47 Films
tt0164221,"$74,007",,Sony Pictures Releasing
tt0144814,"$17,762,705","$21,000,000",Metro-Goldwyn-Mayer (MGM)
tt0164912,"$300,135,367","$133,000,000",Sony Pictures Releasing
tt0141369,"$134,403,112","$90,000,000",Walt Disney Studios Motion Pictures
tt0141098,"$93,900,680","$75,000,000",DreamWorks Distribution
tt0244794,"$50,785",,Eros Worldwide
tt0165643,"$5,541,431","$12,000,000",Sony Pictures Releasing
tt0165854,"$3,325,736","$10,000,000",Artisan Entertainment
tt0165710,"$4,217,115","$34,000,000",New Line Cinema
tt0165773,"$824,295",,Artisan Entertainment
tt0165798,"$9,392,768",,Artisan Entertainment
tt0145503,"$7,918,035",,Paramount Classics
tt0140397,"$4,555,459",,Walt Disney Studios Motion Pictures
tt0140379,"$16,071,990","$11,000,000",Fox Searchligh
tt0140352,"$60,289,912","$90,000,000",Walt Disney Studios Motion Pictures
tt0165831,"$4,705,631",,Trimark Pictures
tt0221344,"$52,000",,Venevision Internationa
tt0142201,"$2,005,840",,Sony Pictures Releasing
tt0144715,"$1,765,545",,Miramax
tt0164181,"$21,142,914","$12,000,000",Artisan Entertainment
tt0144214,"$149,705,852","$95,000,000",Paramount Pictures
tt0144168,"$6,262,878",,Sony Pictures Releasing
tt0144117,"$30,471","$6,000,000",Indican Pictures
tt0163651,"$235,483,004","$11,000,000",Universal Pictures
tt0144640,"$10,570,375","$20,000,000",Warner Bros.
tt0163988,"$16,797,191","$55,000,000",Paramount Pictures
tt0143145,"$361,832,400","$135,000,000",Metro-Goldwyn-Mayer (MGM)
tt0142688,"$58,401,898","$38,000,000",Artisan Entertainment
tt0164085,"$2,160,710","$10,000,000",Sony Pictures Releasing
tt0142342,"$234,801,895","$34,200,000",Sony Pictures Releasing
tt0164108,"$11,670,561","$15,000,000",USA Films
tt0164114,"$22,593,409","$8,500,000",Twentieth Century Fox
tt0139809,"$18,564,088","$16,000,000",Sony Pictures Releasing
tt0139699,"$54,294,169","$16,000,000",Paramount Pictures
tt0137338,"$6,852,450","$6,000,000",Paramount Pictures
tt0138304,"$19,598,588","$75,000,000",New Line Cinema
tt0166896,"$6,416,569",,Walt Disney Studios Motion Pictures
tt0137523,"$101,209,702","$63,000,000",Twentieth Century Fox
tt0137494,"$212,404,396","$66,000,000",Twentieth Century Fox
tt0145660,"$313,701,294","$33,000,000",New Line Cinema
tt0145681,"$151,493,655","$73,000,000",Universal Pictures
tt0166943,"$14,936,407","$27,000,000",Miramax
tt0162710,"$2,087,228",,Fine Line Features
tt0137363,"$41,067,311","$31,000,000",Sony Pictures Releasing
tt0145893,"$4,398,989","$6,000,000",Twentieth Century Fox
tt0165859,"$3,736,868",,Warner Bros.
tt0124315,"$88,545,092","$24,000,000",Miramax
tt0167423,"$88,428",,Miramax
tt0167427,"$30,636,478","$34,000,000",Paramount Pictures
tt0162677,"$19,288,130","$22,000,000",Walt Disney Studios Motion Pictures
tt0162661,"$206,071,502","$100,000,000",Paramount Pictures
tt0145653,"$13,042,112","$50,000,000",Paramount Pictures
tt0166485,"$113,996,937","$92,000,000",Twentieth Century Fox
tt0138510,"$4,152,230","$25,000,000",Sony Pictures Releasing
tt0139668,"$16,649,768","$55,000,000",Warner Bros.
tt0145531,"$89,446,268","$29,000,000",Metro-Goldwyn-Mayer (MGM)
tt0139462,"$118,880,016","$80,000,000",Warner Bros.
tt0139414,"$56,870,414","$35,000,000",Twentieth Century Fox
tt0220832,"$81,367",,Eros Worldwide
tt0166090,"$227,374",,Alliance Atlantis Vivafilm
tt0139239,"$28,451,622","$20,000,000",Sony Pictures Releasing
tt0139134,"$76,347,426","$10,500,000",Sony Pictures Releasing
tt0166175,"$4,177,818",,Miramax
tt0138874,"$2,021,698",,October Films
tt0166195,"$6,033,999",,Artisan Entertainment
tt0166252,"$9,139,145","$20,000,000",DreamWorks Distribution
tt0210916,"$203,975",,Shadow Distribution
tt0210727,"$21,069,306",,Lions Gate Films
tt0124298,"$40,263,020","$35,000,000",New Line Cinema
tt0267548,"$123,719",,Eros Worldwide
tt0155711,"$4,488,529",,Metro-Goldwyn-Mayer (MGM)
tt0120689,"$286,801,374","$60,000,000",Warner Bros.
tt0120683,"$4,197,729","$30,000,000",Sony Pictures Releasing
tt0188030,"$7,738,129",,Miramax
tt0155722,"$646,532",,Menemsha Films
tt0200469,"$10,155,690","$5,250,000",Destination Films
tt0120663,"$162,257,226","$65,000,000",Warner Bros.
tt0120662,"$17,589,705","$35,000,000",Destination Films
tt0120657,"$61,698,899","$160,000,000",Walt Disney Studios Motion Pictures
tt0120655,"$31,429,330","$10,000,000",Lions Gate Films
tt0188640,"$12,924,063","$13,000,000",Sony Pictures Releasing
tt0120646,"$28,121,100","$38,000,000",Sony Pictures Releasing
tt0188674,"$104,257",,Miramax
tt0235198,"$359,853",,Vitagraph Films
tt0188863,"$2,924,635",,Independent Artists
tt0201290,$856,,Phaedra Cinema
tt0155267,"$124,305,181","$48,000,000",Metro-Goldwyn-Mayer (MGM)
tt0185101,"$1,590",,Monarch
tt0185125,"$67,953,392",,Sony Pictures Classics
tt0185371,"$42,593,455","$37,000,000",Warner Bros.
tt0185711,"$3,676",,Taurus Entertainment Company
tt0185937,"$248,639,099","$60,000",Artisan Entertainment
tt0120716,"$4,956,401","$45,000,000",Sony Pictures Releasing
tt0201840,"$1,096,117",,Fine Line Features
tt0186253,"$1,302,067","$2,500,000",Lions Gate Films
tt0120710,"$12,017,369","$30,000,000",DreamWorks Distribution
tt0155388,"$3,957,934",,Sony Pictures Classics
tt0186508,"$23,142,091",,Artisan Entertainment
tt0120757,"$13,263,993","$50,000,000",Metro-Goldwyn-Mayer (MGM)
tt0191043,"$2,777,552",,Sony Pictures Classics
tt0192069,"$7,358",,First Run
tt0192194,"$92,442",,Fine Line Features
tt0196596,"$168,874",,Providence Entertainment
tt0192657,"$135,892",,IDP Distribution
tt0120458,"$30,657,854","$75,000,000",Universal Pictures
tt0193253,"$94,591",,Tidepoint Pictures
tt0194314,"$1,585,642",,Trimark Pictures
tt0191076,"$316,043",,Lions Gate Films
tt0120620,"$10,115,013","$25,000,000",Twentieth Century Fox
tt0189142,"$249,011",,Kino International
tt0155776,"$3,117,085","$3,500,000",Sony Pictures Releasing
tt0199683,"$461,259",,Sony Pictures Classics
tt0235060,"$6,780,490",,Sony Pictures Classics
tt0120616,"$416,064,056","$80,000,000",Universal Pictures
tt0120613,"$4,750,660",,Miramax
tt0189553,"$771,792",,Indican Pictures
tt0189584,"$3,728,888","$7,000,000",Lions Gate Films
tt0189630,"$770,132",,Kino International
tt0189744,"$43,941",,United Artists
tt0120601,"$23,106,667","$13,000,000",USA Films
tt0156639,"$187,152",,Warner Bros.
tt0120596,"$36,911,617","$51,000,000",New Line Cinema
tt0120363,"$497,375,381","$90,000,000",Walt Disney Studios Motion Pictures
tt0190798,"$277,596",,IDP Distribution
tt0118665,"$36,450,736","$12,000,000",Sony Pictures Releasing
tt0177746,"$381,624",,Empire Pictures Inc.
tt0177789,"$90,683,916","$45,000,000",DreamWorks Distribution
tt0120915,"$1,027,082,707","$115,000,000",Twentieth Century Fox
tt0151137,"$66,976,317","$85,000,000",Sony Pictures Releasing
tt0120910,"$90,874,570","$80,000,000",Walt Disney Studios Motion Pictures
tt0120907,"$2,856,712","$15,000,000",Miramax
tt0158371,"$4,525,794",,Sony Pictures Classics
tt0150992,"$1,007,446",,Vid
tt0207363,"$777,477",,Alliance Atlantis Vivafilm
tt0120891,"$222,104,681","$170,000,000",Warner Bros.
tt0178737,"$4,775,847",,Miramax
tt0151568,"$7,804,349",,USA Films
tt0179116,"$2,595,216",,Lions Gate Films
tt0151804,"$10,828,256","$10,000,000",Twentieth Century Fox
tt0158983,"$83,137,603","$21,000,000",Paramount Pictures
tt0150176,"$5,453",,Unapix Entertainmen
tt0150216,"$2,986,932","$36,000,000",Walt Disney Studios Motion Pictures
tt0175880,"$48,451,803","$37,000,000",New Line Cinema
tt0123964,"$73,475,268","$80,000,000",Universal Pictures
tt0158811,"$22,323,612","$24,000,000",Sony Pictures Releasing
tt0210234,"$133,949,270","$30,000,000",Warner Bros.
tt0123209,"$27,807,627","$35,000,000",Walt Disney Studios Motion Pictures
tt0176269,"$10,667,893","$45,000,000",Sony Pictures Releasing
tt0150377,"$177,841,558","$70,000,000",Paramount Pictures
tt0158583,"$145,071","$800,000",Paramount Classics
tt0122933,"$176,885,658","$80,000,000",Warner Bros.
tt0209463,"$259,510",,New Yorker Films
tt0209189,"$592,586",,Sony Pictures Classics
tt0122541,"$18,542,974",,Miramax
tt0151738,"$84,565,230","$25,000,000",Twentieth Century Fox
tt0120866,"$2,259,680",,Fox Searchligh
tt0181288,"$1,165,795",,Sony Pictures Classics
tt0120797,"$8,408,835","$33,000,000",Twentieth Century Fox
tt0120784,"$161,626,121","$90,000,000",Paramount Pictures
tt0181830,"$165,485",,Sony Pictures Releasing
tt0203408,"$12,614,346","$8,000,000",Providence Entertainment
tt0182789,"$87,423,861","$100,000,000",Walt Disney Studios Motion Pictures
tt0156934,"$74,608,570","$64,000,000",Sony Pictures Releasing
tt0120764,"$36,850,101","$65,000,000",Walt Disney Studios Motion Pictures
tt0204471,"$130,572",,Alliance Atlantis Vivafilm
tt0181316,"$117,758,500","$65,000,000",Sony Pictures Releasing
tt0180668,"$3,316,272",,Lions Gate Films
tt0120834,"$23,049,593","$35,000,000",Universal Pictures
tt0230591,"$156,818",,Sony Pictures Classics
tt0120857,"$14,401,563","$12,000,000",Metro-Goldwyn-Mayer (MGM)
tt0120855,"$448,191,819","$130,000,000",Walt Disney Studios Motion Pictures
tt0163187,"$309,460,292","$70,000,000",Paramount Pictures
tt0152836,"$2,020,532",,Eros Worldwide
tt0205000,"$92,938,755","$17,000,000",Walt Disney Studios Motion Pictures
tt0157503,"$10,571,408","$15,000,000",New Line Cinema
tt0120188,"$107,752,036","$75,000,000",Warner Bros.
tt0156729,"$591,165",,Lions Gate Films
tt0157016,"$6,955",,Strand Releasing
tt0119347,"$1,672",,Gramercy Pictures (I)
tt0156901,"$15,207",,New Yorker Films
tt0159382,"$7,120,568",,TS
tt0119560,"$222,099","$5,000,000",Gramercy Pictures (I)
tt0162973,"$1,176,597",,Paramount Classics
tt0156794,"$107,178",,Artistic License
tt0158493,"$9,639,390",,Artisan Entertainment
tt0156610,"$2,491",,Big World Pictures
tt0119517,"$4,714,658",,Gramercy Pictures (I)
tt0162866,"$1,267,239",,Sony Pictures Classics
tt0158302,"$316,020",,Shadow Distribution
tt0118744,"$13,605,304",,Sony Pictures Releasing
tt0118747,"$14,051,384",,Universal Pictures
tt0118766,"$52,819",,Lions Gate Films
tt0118789,"$2,375,718",,Lions Gate Films
tt0118798,"$29,202,884",,Twentieth Century Fox
tt0118843,"$370,787",,USA Films
tt0118863,"$1,794,086",,Gramercy Pictures (I)
tt0176415,"$54,838",,Miramax
tt0118892,"$4,553,271",,Warner Bros.
tt0118894,"$1,295,194",,Fox Searchligh
tt0175996,"$894,410",,Hombre d'Or
tt0118929,"$27,200,316",,New Line Cinema
tt0181517,"$16,423",,Janus Films
tt0118736,"$146,125",,Palm Pictures
tt0118715,"$48,057,425",,Gramercy Pictures (I)
tt0118539,"$375,805",,Sony Pictures Releasing
tt0115005,"$1,018,545",,Stratosphere Entertainment LL
tt0190641,"$163,644,662","$30,000,000",Warner Bros.
tt0118301,"$15,064,946",,Paramount Pictures
tt0118636,"$8,863,193",,Sony Pictures Releasing
tt0118661,"$23,384,939","$60,000,000",Warner Bros.
tt0118956,"$11,203,026",,Walt Disney Studios Motion Pictures
tt0118966,"$13,806,137",,Sony Pictures Releasing
tt0167925,"$75,622",,Zeitgeist Films
tt0167059,"$9,740",,Wellspring Media
tt0119219,"$1,940,299","$20,000,000",Warner Bros.
tt0119223,"$55,494,066",,Twentieth Century Fox
tt0166396,"$55,257,450",,Fox Searchligh
tt0119196,"$1,677,131",,PolyGram
tt0165494,"$9,257,103","$20,000,000",Artisan Entertainment
tt0165078,"$801,985",,Artistic License
tt0164917,"$25,824",,ADV Films
tt0119304,"$10,493,366","$35,000,000",Warner Bros.
tt0119305,"$77,910",,Sony Pictures Releasing
tt0119313,"$81,471,882",,Twentieth Century Fox
tt0119314,"$186,883,563",,Walt Disney Studios Motion Pictures
tt0174852,"$421,432",,October Films
tt0118998,"$294,456,605",,Twentieth Century Fox
tt0119038,"$4,071,548",,Lions Gate Films
tt0119053,"$6,136,856",,Warner Bros.
tt0170705,"$3,311,162",,Paramount Classics
tt0119099,"$25,232,289",,Warner Bros.
tt0138487,"$708,334",,Strand Releasing
tt0122143,"$12,097",,Wavelength Releasin
tt0122151,"$285,444,603","$140,000,000",Warner Bros.
tt0120108,"$147,773",,PolyGram
tt0122642,"$1,223,034",,Stratosphere Entertainment LL
tt0122690,"$41,616,262",,Metro-Goldwyn-Mayer (MGM)
tt0122718,"$54,682,547",,DreamWorks Distribution
